id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1126532,Dazzling Views Apartment with Architect Designed,6092394,Tim,City of Los Angeles,Silver Lake,34.09838,-118.25438,Entire home/apt,175,30,172,2021-08-31,2.15,3,44,2,HSR19-003222
1126626,3BD / 2BA ABBOT KINNEY home 15 min walk to BEACH!,3525910,Claire,City of Los Angeles,Venice,33.98834,-118.46038,Entire home/apt,300,30,18,2019-06-16,0.24,1,306,0,
1126884,Eagle Rock home- great neighborhood,6182252,Natalie And Michael,City of Los Angeles,Eagle Rock,34.14192,-118.21572,Entire home/apt,120,30,75,2021-09-16,0.73,1,12,3,
1127572,Modern apartment in West Hollywood,6186422,Michail,City of Los Angeles,Beverly Grove,34.0886,-118.37659,Private room,100,6,36,2019-09-01,0.35,1,233,0,
1130059,West Hollywood Private Bed&Bath,6199788,B,City of Los Angeles,Hollywood,34.09596,-118.35302,Private room,57,30,113,2021-10-15,1.30,1,58,2,
1132215,Casa Calidad,6210721,Robert,City of Los Angeles,Silver Lake,34.08419,-118.27837,Entire home/apt,233,30,93,2020-12-02,1.05,2,349,2,
1132876,Lets play in the sand!!!,6214243,Eniko,Other Cities,Long Beach,33.7678,-118.1809,Private room,45,1,49,2017-07-01,0.52,1,0,0,
1135010,Studio Loft in the Arts District,1311988,Pia-Louise,City of Los Angeles,Downtown,34.04269,-118.23678,Entire home/apt,179,30,49,2021-07-26,0.48,1,313,3,
1138652,"Furnished BR, private bath, big apt",1896248,Jerry,City of Los Angeles,Mid-Wilshire,34.06549,-118.34901,Private room,80,30,1,2014-05-14,0.01,2,358,0,
1140691,Stunning Apartment in the Hollywood Hills,3662459,Barry,City of Los Angeles,Hollywood Hills,34.11953,-118.32508,Entire home/apt,115,30,18,2019-01-14,0.18,1,306,0,HSR19-002453
1140770,Private space Master bedroom in a 2/2 W. LA,6255849,Annabel,City of Los Angeles,Sawtelle,34.03312,-118.43858,Private room,128,7,8,2014-05-02,0.08,3,364,0,HSR21-000574
1141298,Luxury 1 Bedroom Unit-Walk to Beach -Baby Friendly,6258733,Ray,City of Los Angeles,Venice,33.97789,-118.46243,Entire home/apt,105,30,105,2020-12-03,1.65,1,292,5,Exempt - This listing is a bed and breakfast
1141558,Modern Home with Panoramic Views,6260255,Oliver,Other Cities,Rancho Palos Verdes,33.78809,-118.38296,Entire home/apt,1000,60,0,,,1,305,0,
1144761,Private room in West Hollywood,4380683,Court,Other Cities,West Hollywood,34.08173,-118.3732,Private room,100,4,24,2021-07-17,0.38,2,346,1,
1147968,Architectural gem in Hancock Park,685976,Paul,City of Los Angeles,Hancock Park,34.08019,-118.32747,Entire home/apt,140,30,114,2019-09-02,1.80,1,0,0,HSR19-002207
1153772,Malibu Studio Enchanted Sea Cottage,6323112,Antoinette,Other Cities,Malibu,34.00876,-118.81379,Private room,330,3,145,2021-10-31,1.78,3,289,31,STR20-0076
1156427,PRIVATE STUDIO in HOLLYWOOD Hills,6337221,Billy,City of Los Angeles,Hollywood Hills,34.1376,-118.34228,Private room,73,30,0,,,3,275,0,Exempt - This listing is a transient occupancy residential structure
1156828,2Bdr house Venice w serene garden,5690596,Dee,City of Los Angeles,Venice,34.00207,-118.46617,Entire home/apt,267,30,3,2013-06-30,0.03,1,89,0,
1157077,Malibu OceanFront Guest House,6323112,Antoinette,Other Cities,Malibu,34.009,-118.8147,Entire home/apt,595,4,59,2021-10-12,3.50,3,272,25,STR20-0076
1159652,Hermosa Beach Hideaway - 30 Night Min.,6216062,Jim,Other Cities,Hermosa Beach,33.85813,-118.39369,Entire home/apt,185,29,89,2021-08-29,1.02,1,291,4,
1159751,Malibu 3 BR Oceanfront Bluff,6323112,Antoinette,Other Cities,Malibu,34.01096,-118.81384,Entire home/apt,795,7,15,2021-08-18,0.20,3,302,6,STR20-0076
1160233,Los Angeles ! Pasadena! Rose Bowl!SoCalifornia!,6136641,Allen,City of Los Angeles,Montecito Heights,34.09565,-118.18574,Private room,64,30,25,2021-07-20,0.33,1,364,1,Hsr19-123456
1164281,Very close walk to Beach-Redondo Beach,6378114,Tony/Eve,Other Cities,Redondo Beach,33.84099,-118.38503,Entire home/apt,575,3,118,2021-10-25,1.17,1,171,18,
1167685,Tranquil Garden Guest House & Pool,4324567,Serena,City of Los Angeles,Studio City,34.14619,-118.39932,Entire home/apt,206,3,255,2021-10-31,3.38,1,264,33,HSR19-002639
1170934,A large entire apt. to yourself w/parking!,839239,Jessica,City of Los Angeles,East Hollywood,34.08932,-118.29512,Entire home/apt,89,30,60,2020-08-26,0.79,1,352,0,
1172076,TREE HOUSE CHARMING 2-BEDROOM PACIFIC PALISADES,489690,Shelley,City of Los Angeles,Pacific Palisades,34.04682,-118.5292,Entire home/apt,225,30,11,2017-12-28,0.11,9,198,1,
1173156,Gorgeous Views in Peaceful Los Angeles home,4411153,Kimberly,City of Los Angeles,Mount Washington,34.11173,-118.2185,Entire home/apt,150,180,1,2018-08-02,0.03,1,365,0,
1173896,Cute Master bedroom in nice Jewish neighborhood,6424835,Michael,City of Los Angeles,Pico-Robertson,34.05367,-118.37901,Private room,45,31,0,,,1,88,0,
1175027,Beautiful Town House In Glendale,3870556,Serena Aka Paris,Other Cities,Glendale,34.1606,-118.26255,Entire home/apt,279,1,28,2021-10-24,0.28,1,363,2,
1180144,Paradise Cove View Guest house,6456493,Jennifer And Paul,Other Cities,Malibu,34.02497,-118.79521,Entire home/apt,125,31,6,2021-05-15,0.06,1,288,1,
1180428,"Private Hillside Garden Suite, Eastside L.A.",6457603,Dee & Mike,City of Los Angeles,Mount Washington,34.11146,-118.21216,Entire home/apt,103,2,158,2021-10-27,1.57,1,127,33,HSR19-001824
1180742,"TOWNHOUSE IN NORTH ALHAMBRA, CALIFORNIA",6459967,Rafael,Other Cities,Alhambra,34.10096,-118.12747,Entire home/apt,124,20,2,2016-08-01,0.03,1,0,0,
1186217,Entire home in Beverly Hills with pool,6486378,Joshua,City of Los Angeles,Beverly Crest,34.1087,-118.43367,Entire home/apt,595,30,130,2021-03-22,1.43,1,338,1,HSR19-002739
1187671,Private Room Near South Pasadena,6494570,Ann-Marie And Emrick,City of Los Angeles,Highland Park,34.1136,-118.17812,Private room,60,30,63,2021-08-29,0.90,2,249,9,HSR20-002238
1187725,Modern Serene House/View & Pool,6493588,Niki,City of Los Angeles,Studio City,34.14268,-118.39214,Entire home/apt,400,30,240,2020-07-05,2.71,1,253,0,HSR19-005057
1192945,quaint beach cottage steps to sand,6416857,Danielle,Other Cities,Manhattan Beach,33.87982,-118.40363,Entire home/apt,500,30,0,,,1,365,0,
1194408,3b/2b Cls to OldTown Family Home!,219283,Katy,Unincorporated Areas,Altadena,34.18539,-118.15206,Entire home/apt,350,3,41,2021-10-24,0.48,8,285,7,
1195078,Cozy Room in Historical Highland Park,6494570,Ann-Marie And Emrick,City of Los Angeles,Highland Park,34.11419,-118.1767,Private room,47,30,103,2020-11-03,1.34,2,247,1,HSR20-002238
1198149,1E-Comfy Room In Long Stay LA/Months  or more,3097566,2Best,Other Cities,Alhambra,34.07894,-118.10968,Private room,81,14,61,2019-11-19,0.64,52,365,3,
1200696,Beautiful & Spacious West-Hollywood,6558457,Zach,Other Cities,West Hollywood,34.09028,-118.35532,Entire home/apt,95,6,56,2019-07-29,0.59,1,158,0,
1200697,Charming Home in Highland Park,6483621,Patrice,City of Los Angeles,Highland Park,34.12075,-118.17743,Entire home/apt,175,7,6,2020-02-24,0.06,1,278,0,HSR19-001386
1201385,Koreatown Oasis 3 blocks to Metro,6562223,Mariano,City of Los Angeles,Westlake,34.05978,-118.28741,Entire home/apt,146,30,171,2020-12-09,1.70,3,275,2,
1204042,Quiet room beautiful Pasadena home,3164742,Audrey,Other Cities,Pasadena,34.15356,-118.08504,Private room,59,1,144,2021-09-19,1.71,2,272,8,SRH2018-00019
1209647,1940's Classic Studio Apartment,6606066,Lucy,Unincorporated Areas,East Pasadena,34.13586,-118.07095,Entire home/apt,115,5,52,2021-10-30,0.84,1,313,6,
1210234,"Mid Century Modern in Long Beach CA, Guest Room 2",6609458,Ryan,Other Cities,Long Beach,33.81491,-118.09717,Private room,66,31,55,2021-06-16,1.11,2,172,6,
1212897,Charming getaway near Venice Beach,6328783,Amadea,City of Los Angeles,Mar Vista,33.99743,-118.44018,Entire home/apt,250,14,1,2015-02-19,0.01,1,0,0,HSR21-000413
1213127,Hip Tree-Top Spacious Venice Loft!,4983491,Cynthia & Gustavo,City of Los Angeles,Venice,33.99977,-118.44954,Entire home/apt,202,3,190,2021-10-05,4.20,1,329,51,HSR20-000657
1214032,West Hollywood house on quiet street,6627058,Simon,Other Cities,West Hollywood,34.08478,-118.38886,Entire home/apt,280,60,1,2018-08-01,0.03,1,184,0,
1216507,Artistical Whimsical Silverlake Pad,4372720,Jenna,City of Los Angeles,Silver Lake,34.07933,-118.28095,Entire home/apt,85,30,16,2016-01-05,0.18,1,30,0,
1217295,Highland Park-Entire House  Quiet 1920's Bungalow,6169252,Judy,City of Los Angeles,Highland Park,34.10948,-118.19055,Entire home/apt,285,1,0,,,1,316,0,HSR21-002621
1217517,Private Bed/Attached Bath in Oceanfront Townhome!,6642778,Gabe,Other Cities,Redondo Beach,33.84645,-118.39058,Private room,118,2,332,2021-10-17,4.32,1,306,43,
1217850,"Modern, Open Concept 3BD, 2.5B Home in South Pas",6645918,Jantzen,Other Cities,South Pasadena,34.10791,-118.16664,Entire home/apt,125,2,6,2021-07-27,0.13,1,0,2,
1219615,CHIC HOLLYWD+2Bdrm+WeHo+A/C+3BED++,1511369,D. Marilyn,City of Los Angeles,Hollywood,34.09226,-118.33893,Entire home/apt,117,30,163,2021-10-18,1.73,6,107,2,
1220144,Spacious 3-Bed Home w/Backyard and Grill Near LAX,6639743,Dan,Other Cities,Culver City,33.99798,-118.39764,Entire home/apt,180,3,7,2019-07-21,0.07,1,0,0,
1220178,Fabulous Ocean Views at Malibu 2BR Getaway,6656138,Larry,Other Cities,Malibu,34.04181,-118.88698,Entire home/apt,357,2,0,,,2,300,0,STR20-0074
1220989,"Observatory Views, Giant Tortoise & Loving Cat",6660841,Kareen,City of Los Angeles,Silver Lake,34.1063,-118.2698,Entire home/apt,251,30,20,2021-02-28,0.31,2,311,1,HSR19-000243
1221430,Beverly Hills Art Deco Guestroom,5555726,Randy,City of Los Angeles,Mid-City,34.04439,-118.38563,Private room,60,6,134,2021-07-17,1.69,1,196,6,HSR19-001114
1223274,Peaceful & Convenient Studio,6672704,Diane,Other Cities,Santa Monica,34.01301,-118.48384,Entire home/apt,87,31,30,2021-09-01,0.58,1,122,6,219867
1226155,Silver Lake Garden Getaway,4163838,Visperd,City of Los Angeles,Silver Lake,34.08114,-118.28315,Entire home/apt,150,30,67,2020-11-30,1.05,2,334,1,Exempt - This listing is a transient occupancy residential structure
1226324,Warm Quite and Cozy Private Room,6689265,Henry,City of Los Angeles,Vermont Square,34.00681,-118.31471,Private room,42,2,288,2021-10-25,3.45,2,264,22,HSR19-002636
1233296,1W-Comfy Room in long stay LA/Month or More,3097566,2Best,Other Cities,San Gabriel,34.08582,-118.10362,Private room,65,10,57,2021-06-25,0.57,52,354,4,
1236181,Best location in Weho!  Fully renovated condo!,6723261,Nate,Other Cities,West Hollywood,34.08985,-118.37689,Entire home/apt,164,119,13,2021-04-30,0.13,2,67,1,
1236639,Amazing Beach Cliffs Location!,5933134,David,Other Cities,Rancho Palos Verdes,33.74833,-118.40634,Private room,64,1,267,2017-09-25,2.81,1,0,0,
1236800,Parking Space and Storage.,6660373,Kirt,City of Los Angeles,Pico-Robertson,34.05457,-118.37962,Private room,12,30,0,,,1,0,0,
1240735,Hollywood Hills Guest Suite II,4260628,Darrell,City of Los Angeles,Hollywood Hills West,34.10051,-118.37997,Private room,170,2,313,2021-09-13,3.60,2,315,22,HSR19-001320
1240859,MY HOLLYWOOD SPACE RENTALS 3,2622454,Mary,City of Los Angeles,Hollywood,34.1,-118.32807,Private room,60,30,462,2021-09-09,5.18,10,349,1,Exempt - This listing is a transient occupancy residential structure
1240876,MY HOLLYWOOD SPACE RENTALS 5,2622454,Mary,City of Los Angeles,Hollywood,34.10145,-118.32816,Private room,60,30,518,2020-03-13,5.15,10,338,0,Exempt - This listing is a transient occupancy residential structure
1240889,MY HOLLYWOOD SPACE RENTALS 4,2622454,Mary,City of Los Angeles,Hollywood,34.10024,-118.32759,Private room,60,30,561,2020-03-12,6.38,10,363,0,Exempt - This listing is a transient occupancy residential structure
1240919,MY HOLLYWOOD SPACE RENTALS 2,2622454,Mary,City of Los Angeles,Hollywood,34.10136,-118.32788,Private room,60,30,633,2021-02-12,6.26,10,332,14,Exempt - This listing is a transient occupancy residential structure
1240928,MY HOLLYWOOD SPACE RENTALS 1,2622454,Mary,City of Los Angeles,Hollywood,34.10231,-118.32907,Private room,60,30,559,2021-01-24,5.58,10,353,4,Exempt - This listing is a transient occupancy residential structure
1243943,View Hollywood Hills from Stunning Loft-Style Home,6780040,Russell,City of Los Angeles,Hollywood Hills,34.11296,-118.32389,Entire home/apt,508,5,71,2021-10-29,0.78,1,47,16,HSR19-002798
1246134,Beautiful 5 star Bedroom & Private Bath in Venice,2458647,Mark,City of Los Angeles,Venice,33.99905,-118.46518,Private room,171,3,122,2021-10-31,1.94,2,89,21,HSR21-000661
1246609,Guest Cottage in Venice/Del Rey,4964338,Jeannette,City of Los Angeles,Del Rey,33.99422,-118.42263,Entire home/apt,119,30,162,2021-10-02,2.38,2,40,3,
1246711,Topanga/Malibu Canyon Guest Cottage,6793916,Sylviane,Unincorporated Areas,Topanga,34.10527,-118.62838,Entire home/apt,167,15,132,2021-02-28,1.50,4,5,2,
1246861,Pasadena Foothills Oasis #3,7725504,Michal,Other Cities,Pasadena,34.17716,-118.13545,Private room,112,1,14,2020-12-04,0.14,5,338,1,
1246863,Venice Designer Home,6794483,Andres,City of Los Angeles,Venice,34.00277,-118.45074,Entire home/apt,350,30,35,2017-06-19,0.46,4,306,0,
1246974,Perfect Vacation House 2BR/2BTH in Mar Vista 90066,6582790,Barbara,City of Los Angeles,Mar Vista,34.01175,-118.43002,Entire home/apt,230,30,1,2015-09-01,0.01,1,217,0,HSR20-001875
1249253,CHARMING+HIP LOS FELIZ LITTLE HOUSE,819926,Coco And Jon,City of Los Angeles,Los Feliz,34.10681,-118.27555,Entire home/apt,105,30,286,2020-09-01,2.86,1,306,0,HSR19-005091
1249469,Private Room In Hawthorne Near LAX,6808847,Jason,Other Cities,Hawthorne,33.91304,-118.35306,Private room,56,1,112,2017-08-05,1.28,1,0,0,
1251560,Beautiful Studio/Guesthouse 90065,4375374,A & J,City of Los Angeles,Mount Washington,34.10171,-118.22505,Entire home/apt,70,31,136,2021-10-21,2.59,1,1,7,
1252837,Topanga/Malibu Cyn Garden Apartment,6793916,Sylviane,Unincorporated Areas,Topanga,34.10692,-118.62826,Entire home/apt,141,25,64,2021-04-09,0.65,4,203,1,
1253233,Venice Beach Home - Best Location,4382217,Leslie,City of Los Angeles,Venice,33.98832,-118.46262,Entire home/apt,295,7,19,2020-06-22,0.36,2,58,0,HSR19-002290
1255823,HUGE HOLLYWOOD ARTIST LOFT,6200103,John,City of Los Angeles,Hollywood,34.09288,-118.30976,Entire home/apt,129,30,47,2015-08-22,0.57,1,0,0,
1256115,"Guest house,Private Yard & Entrance",6842396,Rosa & Esfandiar,City of Los Angeles,Koreatown,34.05708,-118.31879,Entire home/apt,125,30,108,2021-10-12,1.06,1,28,5,
1256361,Large hillside studio in Echo Park,6658533,Aaron & Luciana,City of Los Angeles,Echo Park,34.08593,-118.2506,Entire home/apt,119,30,253,2021-07-01,3.68,2,92,2,HSR19-356687
1256645,LUXURIOUS SPANISH HOME - CENTRAL WEHO LOCATION!,4517637,Sam,City of Los Angeles,Beverly Grove,34.08834,-118.36624,Entire home/apt,175,31,286,2021-08-08,3.66,9,15,5,
1257025,Beach side heart of santa monica/P,6471245,Pei,Other Cities,Santa Monica,34.02251,-118.50066,Private room,94,1,643,2021-10-26,6.99,1,331,54,217645
1259730,ARCHITECTURAL HOLLYWOOD,1450554,Linda,City of Los Angeles,Hollywood Hills,34.10868,-118.33835,Entire home/apt,120,30,465,2020-03-15,6.09,1,108,0,HSR19-000764
1260289,Great room in heart of Weho!,6863781,Rebecca,City of Los Angeles,Fairfax,34.08299,-118.3573,Private room,60,30,49,2021-09-25,0.56,1,57,1,
1260674,"Clean, quiet room near transit",6866075,Jill,City of Los Angeles,Westlake,34.06619,-118.28643,Private room,50,30,38,2017-03-05,0.50,1,0,0,
1261013,Sallie's Best Guesthouse—LA,6868614,Sallie,City of Los Angeles,Hollywood,34.0864,-118.33492,Entire home/apt,95,30,14,2021-06-30,0.17,1,213,1,
1262262,Retro Silver Lake Studio with a Solar-Heated Pool,6874170,Donna,City of Los Angeles,Silver Lake,34.09467,-118.26853,Entire home/apt,159,30,335,2021-10-17,4.55,1,284,8,
1264179,Maison Blanc 916,6882944,Julie,Other Cities,West Hollywood,34.08822,-118.35561,Entire home/apt,349,30,25,2021-08-27,0.26,2,257,2,
1267215,1N-Comfy Room in long stay LA/Month or More,3097566,2Best,Other Cities,Alhambra,34.08083,-118.1092,Private room,65,7,50,2021-09-18,0.51,52,365,10,
1271057,Enchanted BEACH cottage near OCEAN,6444765,Nancy,Other Cities,Santa Monica,34.00586,-118.48398,Private room,297,4,32,2018-01-13,0.36,2,170,0,215296
1278671,"H6N典雅,和舒適-精緻-商務旅遊 渡假休閒 遊學-交通餐廳超市便利-長租Months or mor",3097566,2Best,Other Cities,San Gabriel,34.08339,-118.09721,Shared room,35,10,28,2016-09-25,0.28,52,342,0,
1281248,Cartwheel Loft in LA Arts District,1794350,Cindy,City of Los Angeles,Downtown,34.03588,-118.22915,Private room,139,30,53,2019-07-01,1.17,1,0,0,
1283585,Tranquil Laurel Canyon Hillside Home,6848727,Derek And Kristin,City of Los Angeles,Hollywood Hills West,34.11292,-118.37515,Entire home/apt,325,30,13,2021-07-31,0.13,1,216,1,
1283815,Ktown Home Luxury/Relax/Comfort/Zen,6562223,Mariano,City of Los Angeles,Koreatown,34.07455,-118.29832,Entire home/apt,285,30,157,2020-08-07,3.58,3,364,0,HSR19-005861
1287456,Silverlake/Los Feliz w/great views,7000929,Franco,City of Los Angeles,Los Feliz,34.09711,-118.27649,Entire home/apt,160,30,75,2021-10-08,1.31,1,251,6,
1288452,A Complete Suite near Universal Studios,4902248,Helen,City of Los Angeles,Hollywood Hills,34.11225,-118.33279,Private room,115,1,238,2021-10-25,2.68,2,78,34,HSR21-001447
1289120,Stylish 1BD Westwood Apartment,1390560,Merlin,City of Los Angeles,Westwood,34.05369,-118.43683,Entire home/apt,121,30,29,2019-12-02,0.30,1,0,0,
1290697,1920s Hollywood 3BR with Jacuzzi and private yard!,7018329,Alice,City of Los Angeles,Larchmont,34.07926,-118.32069,Entire home/apt,250,4,10,2015-12-27,0.11,1,0,0,HSR20-000271
1291392,King Bed + Sofa bed w/ Washer Dryer & FREE Parking,1270782,William,Other Cities,Long Beach,33.77511,-118.17571,Entire home/apt,175,31,45,2021-06-28,0.69,7,365,2,
1292476,Charming Craftsman with Outdoor Shower,7027622,Susan & Kevin,City of Los Angeles,Venice,33.99521,-118.45409,Entire home/apt,169,30,456,2021-08-01,5.92,1,131,3,HSR19-003384
1292527,The Sunset Shangri–LA / BH,4886131,Andrea,City of Los Angeles,Hollywood Hills West,34.09842,-118.36302,Private room,76,30,111,2020-02-16,1.37,1,344,0,
1292654,Room in charming home near Venice,7830,Ines,Other Cities,Culver City,33.99334,-118.43392,Private room,65,2,112,2021-10-18,1.45,1,288,7,
1293181,Modern Spacious Santa Monica Home,2734505,Keith & Yeva,Other Cities,Santa Monica,34.03491,-118.46739,Private room,139,2,18,2021-09-07,0.22,1,30,7,232576
1294678,Family Paradise in Venice Beach,7039450,Peter And Marisa,City of Los Angeles,Venice,33.99808,-118.45645,Entire home/apt,971,3,21,2021-08-18,0.23,1,360,5,HSR19-002161
1297940,A Happy Place to Visit,7057361,Nancy,City of Los Angeles,Northridge,34.24909,-118.5344,Private room,55,30,12,2019-07-12,0.12,1,363,0,
1298276,"Villa Seabreeze-Corral Cyn, Malibu",985427,Meredith,Unincorporated Areas,Unincorporated Santa Monica Mountains,34.04368,-118.74075,Entire home/apt,265,2,198,2021-10-24,2.38,1,164,43,
1300859,Private Bungalow in West Hollywood,4335677,Dustin,City of Los Angeles,Hollywood,34.09483,-118.35429,Entire home/apt,94,30,64,2021-10-01,1.46,1,221,2,
1301596,Luxe private Venice Beach casita,4993206,Ben,City of Los Angeles,Venice,33.99512,-118.45689,Entire home/apt,139,3,333,2021-11-01,3.65,1,289,14,HSR21-002045
1305483,"CLEAN, Private Entrance, separated 2/1 w Patio",866477,Ewa,City of Los Angeles,Mount Washington,34.11028,-118.22064,Entire home/apt,171,2,63,2021-10-03,0.97,2,328,27,HSR19-004776
1305602,"Cozy room2 Silverlake, Los Angeles",694988,Peter And Diane,City of Los Angeles,Silver Lake,34.10167,-118.27279,Private room,80,30,19,2020-01-10,0.22,2,296,0,
1305637,Bedroom in the Heart of Hollywood,7097749,Tatiane,City of Los Angeles,Hollywood,34.08919,-118.32434,Private room,200,30,27,2019-09-24,0.82,6,365,0,
1309326,Stay in The Heart of Hollywood,7089643,Roseman,City of Los Angeles,Hollywood,34.09825,-118.33655,Entire home/apt,54,31,135,2021-10-01,2.39,5,322,1,
1312034,"Safe, secluded private apartment in Santa Monica",7129892,Azita,Other Cities,Santa Monica,34.03654,-118.47378,Entire home/apt,79,31,32,2020-05-10,0.32,1,333,0,214466
1313173,Adorable Private Room,7135995,Jennifer,City of Los Angeles,Venice,33.99134,-118.45566,Private room,88,31,6,2019-09-07,0.06,1,365,0,
